LSOA code,local authority code,local authority name,All households ,Detached,Semi-detached,Terraced,Purpose built flat,Flat in a converted/ shared house (includes all households in shared dwellings),Flat in a commercial building,Caravan / other mobile or temporary structure
E01002765,E09000019,Islington,980,13,35,152,646,129,3,2
E01002766,E09000019,Islington,811,12,19,65,668,37,10,0
E01002767,E09000019,Islington,982,23,29,87,757,85,1,0
E01002768,E09000019,Islington,851,6,9,74,538,217,7,0
E01002769,E09000019,Islington,847,8,43,197,250,348,1,0
E01002770,E09000019,Islington,718,4,21,129,314,194,55,1
E01002771,E09000019,Islington,783,12,39,115,313,281,22,1
E01002772,E09000019,Islington,871,6,19,142,482,193,29,0
E01002773,E09000019,Islington,572,8,10,28,505,18,1,2
E01002774,E09000019,Islington,1005,11,28,123,425,400,18,0
E01002775,E09000019,Islington,683,7,31,76,199,358,12,0
E01002776,E09000019,Islington,774,8,33,142,387,193,11,0
E01002777,E09000019,Islington,833,9,22,102,250,437,13,0
E01002778,E09000019,Islington,743,6,13,43,581,81,19,0
E01002779,E09000019,Islington,820,8,22,111,255,380,44,0
E01002780,E09000019,Islington,763,11,13,113,121,502,2,1
E01002781,E09000019,Islington,598,5,22,27,379,163,0,2
E01002782,E09000019,Islington,616,8,10,59,460,76,3,0
E01002783,E09000019,Islington,718,7,13,20,496,174,8,0
E01002784,E09000019,Islington,732,8,12,91,506,114,1,0
E01002785,E09000019,Islington,840,6,77,208,164,382,2,1
E01002786,E09000019,Islington,828,6,20,38,546,206,11,1
E01002787,E09000019,Islington,578,3,13,24,465,68,5,0
E01002788,E09000019,Islington,916,12,23,108,129,638,6,0
E01002789,E09000019,Islington,810,7,56,210,61,476,0,0
E01002790,E09000019,Islington,706,7,14,55,542,72,16,0
E01002791,E09000019,Islington,762,4,19,152,381,176,29,1
E01002792,E09000019,Islington,877,7,20,157,235,432,26,0
E01002793,E09000019,Islington,957,6,8,54,771,92,26,0
E01002794,E09000019,Islington,862,11,24,225,351,163,88,0
E01002795,E09000019,Islington,863,21,61,89,489,158,45,0
E01002796,E09000019,Islington,496,7,16,136,101,232,4,0
E01002797,E09000019,Islington,872,9,28,77,642,101,15,0
E01002798,E09000019,Islington,922,13,31,400,273,188,17,0
E01002799,E09000019,Islington,880,4,7,74,707,75,11,2
E01002800,E09000019,Islington,435,2,3,33,381,16,0,0
E01002801,E09000019,Islington,806,7,17,258,238,268,18,0
E01002802,E09000019,Islington,706,6,23,232,196,234,15,0
E01002804,E09000019,Islington,882,10,34,66,440,274,58,0
E01002805,E09000019,Islington,758,10,20,73,207,371,77,0
E01002806,E09000019,Islington,721,9,21,266,132,291,2,0
E01002807,E09000019,Islington,824,10,14,69,566,147,17,1
E01002808,E09000019,Islington,857,17,33,151,338,286,32,0
E01002809,E09000019,Islington,700,10,30,187,158,289,25,1
E01002810,E09000019,Islington,748,15,23,121,233,340,16,0
E01002811,E09000019,Islington,694,10,38,92,417,136,1,0
E01033486,E09000019,Islington,425,2,10,45,304,47,17,0
E01033487,E09000019,Islington,595,0,2,9,568,16,0,0
E01033488,E09000019,Islington,557,1,10,21,448,72,5,0
E01033489,E09000019,Islington,776,0,4,17,639,43,73,0
E01033490,E09000019,Islington,703,3,4,10,593,42,51,0
E01033491,E09000019,Islington,869,11,8,75,378,343,54,0
E01033493,E09000019,Islington,701,2,2,23,657,16,1,0
E01033494,E09000019,Islington,630,10,20,268,127,205,0,0
E01035651,E09000019,Islington,558,8,11,61,382,86,10,0
E01035652,E09000019,Islington,392,11,6,68,147,113,47,0
E01035653,E09000019,Islington,593,0,1,23,509,58,2,0
E01035654,E09000019,Islington,94,2,5,16,9,62,0,0
E01035655,E09000019,Islington,752,7,27,189,357,152,20,0
E01035656,E09000019,Islington,183,1,2,35,120,20,5,0
E01002812,E09000020,Kensington and Chelsea,895,5,7,43,533,303,2,2
E01002813,E09000020,Kensington and Chelsea,835,10,59,283,159,302,21,1
E01002814,E09000020,Kensington and Chelsea,905,11,18,30,722,107,17,0
E01002815,E09000020,Kensington and Chelsea,755,4,7,47,569,121,7,0
E01002816,E09000020,Kensington and Chelsea,693,6,10,51,410,205,11,0
E01002817,E09000020,Kensington and Chelsea,709,22,65,191,325,93,13,0
E01002818,E09000020,Kensington and Chelsea,1170,8,8,59,736,335,24,0
E01002819,E09000020,Kensington and Chelsea,853,13,30,178,349,257,26,0
E01002821,E09000020,Kensington and Chelsea,692,12,11,148,345,144,31,1
E01002823,E09000020,Kensington and Chelsea,701,7,7,90,558,35,4,0
E01002824,E09000020,Kensington and Chelsea,684,9,23,116,197,335,4,0
E01002825,E09000020,Kensington and Chelsea,827,10,27,63,604,108,14,1
E01002826,E09000020,Kensington and Chelsea,798,6,20,100,504,120,47,1
E01002827,E09000020,Kensington and Chelsea,903,24,50,324,277,200,28,0
E01002828,E09000020,Kensington and Chelsea,710,17,27,201,322,121,22,0
E01002829,E09000020,Kensington and Chelsea,958,4,8,81,281,572,12,0
E01002830,E09000020,Kensington and Chelsea,917,7,4,59,487,338,22,0
E01002831,E09000020,Kensington and Chelsea,961,6,21,91,410,389,42,2
E01002832,E09000020,Kensington and Chelsea,740,5,10,37,368,279,41,0
E01002833,E09000020,Kensington and Chelsea,793,2,6,66,207,468,44,0
E01002834,E09000020,Kensington and Chelsea,718,6,11,24,411,262,3,1
E01002835,E09000020,Kensington and Chelsea,784,11,31,139,321,267,15,0
E01002836,E09000020,Kensington and Chelsea,795,7,4,20,290,465,9,0
E01002837,E09000020,Kensington and Chelsea,717,4,22,109,333,246,3,0
E01002839,E09000020,Kensington and Chelsea,978,3,9,34,518,409,4,1
E01002840,E09000020,Kensington and Chelsea,691,11,13,25,564,33,9,36
E01002841,E09000020,Kensington and Chelsea,712,9,32,133,195,331,11,1
E01002842,E09000020,Kensington and Chelsea,514,0,3,2,495,13,1,0
E01002843,E09000020,Kensington and Chelsea,610,8,4,13,512,61,12,0
E01002844,E09000020,Kensington and Chelsea,745,11,42,163,372,133,24,0
E01002845,E09000020,Kensington and Chelsea,738,2,21,83,536,91,3,2
E01002846,E09000020,Kensington and Chelsea,781,3,6,27,339,388,18,0
E01002847,E09000020,Kensington and Chelsea,872,4,0,22,405,435,6,0
E01002848,E09000020,Kensington and Chelsea,894,6,5,10,359,510,4,0
E01002849,E09000020,Kensington and Chelsea,787,1,3,14,507,246,16,0
E01002850,E09000020,Kensington and Chelsea,682,8,18,123,293,193,47,0
E01002851,E09000020,Kensington and Chelsea,918,8,3,28,457,407,15,0
E01002852,E09000020,Kensington and Chelsea,966,6,10,12,878,24,25,11
E01002853,E09000020,Kensington and Chelsea,470,3,7,17,372,59,12,0
E01002854,E09000020,Kensington and Chelsea,488,5,8,28,416,17,14,0
E01002855,E09000020,Kensington and Chelsea,906,9,27,104,511,201,53,1
E01002856,E09000020,Kensington and Chelsea,799,6,9,73,190,482,39,0
E01002857,E09000020,Kensington and Chelsea,475,5,6,5,436,23,0,0
E01002858,E09000020,Kensington and Chelsea,749,6,0,6,718,7,11,1
E01002859,E09000020,Kensington and Chelsea,866,7,11,54,525,254,15,0
E01002860,E09000020,Kensington and Chelsea,777,14,29,307,284,122,21,0
E01002861,E09000020,Kensington and Chelsea,771,2,32,203,409,107,17,1
E01002862,E09000020,Kensington and Chelsea,977,5,6,15,894,7,48,2
E01002863,E09000020,Kensington and Chelsea,792,16,23,124,449,178,2,0
E01002864,E09000020,Kensington and Chelsea,580,23,39,74,381,62,1,0
E01002865,E09000020,Kensington and Chelsea,544,24,65,91,269,87,8,0
E01002866,E09000020,Kensington and Chelsea,848,39,11,56,197,534,11,0
E01002867,E09000020,Kensington and Chelsea,998,9,16,68,549,343,13,0
E01002868,E09000020,Kensington and Chelsea,725,33,59,224,131,273,5,0
E01002869,E09000020,Kensington and Chelsea,768,8,15,67,277,395,6,0
E01002870,E09000020,Kensington and Chelsea,693,5,20,67,531,53,17,0
E01002871,E09000020,Kensington and Chelsea,742,20,43,309,138,204,28,0
E01002872,E09000020,Kensington and Chelsea,726,9,31,118,487,80,1,0
E01002873,E09000020,Kensington and Chelsea,632,6,81,208,135,193,9,0
E01002874,E09000020,Kensington and Chelsea,648,5,17,117,169,337,3,0
E01002875,E09000020,Kensington and Chelsea,681,10,91,75,238,262,4,1
E01002876,E09000020,Kensington and Chelsea,744,10,63,237,141,280,11,2
E01002877,E09000020,Kensington and Chelsea,647,8,23,68,441,100,1,6
E01002878,E09000020,Kensington and Chelsea,868,10,23,35,389,404,4,3
E01002879,E09000020,Kensington and Chelsea,695,5,16,34,541,94,5,0
E01002880,E09000020,Kensington and Chelsea,653,0,5,7,614,20,6,1
E01002881,E09000020,Kensington and Chelsea,544,8,17,86,379,53,0,1
E01002882,E09000020,Kensington and Chelsea,703,7,20,57,261,333,25,0
E01002883,E09000020,Kensington and Chelsea,802,10,36,165,411,165,15,0
E01002884,E09000020,Kensington and Chelsea,710,15,19,43,269,340,23,1
E01002885,E09000020,Kensington and Chelsea,950,1,15,41,338,518,36,1
E01002886,E09000020,Kensington and Chelsea,781,40,62,131,237,278,33,0
E01002887,E09000020,Kensington and Chelsea,941,8,16,62,398,443,14,0
E01002888,E09000020,Kensington and Chelsea,1149,0,9,29,748,354,9,0
E01002889,E09000020,Kensington and Chelsea,579,2,3,35,405,121,13,0
E01002890,E09000020,Kensington and Chelsea,705,27,135,198,252,81,11,1
E01002891,E09000020,Kensington and Chelsea,718,14,28,70,424,177,5,0
E01002892,E09000020,Kensington and Chelsea,786,3,15,60,324,371,13,0
E01002893,E09000020,Kensington and Chelsea,987,5,1,36,368,573,4,0
E01002894,E09000020,Kensington and Chelsea,773,7,7,43,326,366,24,0
E01002896,E09000020,Kensington and Chelsea,875,3,50,90,249,472,11,0
E01002897,E09000020,Kensington and Chelsea,732,8,10,123,244,337,10,0
E01002898,E09000020,Kensington and Chelsea,739,17,22,47,372,274,7,0
E01002899,E09000020,Kensington and Chelsea,768,2,13,51,606,76,20,0
E01002900,E09000020,Kensington and Chelsea,682,16,38,169,280,177,1,1
E01002901,E09000020,Kensington and Chelsea,560,12,19,52,321,152,4,0
E01002902,E09000020,Kensington and Chelsea,1009,0,9,34,743,198,25,0
E01002903,E09000020,Kensington and Chelsea,691,12,21,402,88,157,11,0
E01002904,E09000020,Kensington and Chelsea,524,10,11,63,425,14,1,0
E01002905,E09000020,Kensington and Chelsea,672,13,15,69,389,182,4,0
E01002906,E09000020,Kensington and Chelsea,707,13,50,106,431,101,6,0
E01002907,E09000020,Kensington and Chelsea,551,1,7,10,500,31,2,0
E01002908,E09000020,Kensington and Chelsea,602,15,38,154,177,202,14,2
E01002909,E09000020,Kensington and Chelsea,1152,24,28,49,246,803,1,1
E01002910,E09000020,Kensington and Chelsea,756,21,64,69,473,114,15,0
E01002911,E09000020,Kensington and Chelsea,767,21,74,198,222,213,39,0
E01002912,E09000020,Kensington and Chelsea,809,13,44,90,553,89,20,0
E01002913,E09000020,Kensington and Chelsea,932,8,47,133,471,264,7,2
E01002914,E09000020,Kensington and Chelsea,741,17,53,262,324,63,22,0
E01035713,E09000020,Kensington and Chelsea,1287,12,30,132,588,490,35,0
E01035714,E09000020,Kensington and Chelsea,1189,24,71,291,465,297,41,0
E01002915,E09000021,Kingston upon Thames,479,86,343,7,22,13,7,1
E01002916,E09000021,Kingston upon Thames,520,28,461,5,12,13,1,0
E01002917,E09000021,Kingston upon Thames,497,69,417,2,1,4,3,1
E01002918,E09000021,Kingston upon Thames,615,27,75,504,4,1,4,0
E01002919,E09000021,Kingston upon Thames,669,20,182,179,199,12,46,31
E01002920,E09000021,Kingston upon Thames,593,83,437,27,33,2,11,0
E01002921,E09000021,Kingston upon Thames,857,20,35,31,496,256,18,1
E01002922,E09000021,Kingston upon Thames,840,161,225,29,261,162,2,0
E01002923,E09000021,Kingston upon Thames,777,20,46,152,502,47,10,0
E01002924,E09000021,Kingston upon Thames,560,150,368,2,9,30,1,0
E01002925,E09000021,Kingston upon Thames,681,27,103,126,228,166,30,1
E01002926,E09000021,Kingston upon Thames,590,81,352,47,78,16,16,0
E01002927,E09000021,Kingston upon Thames,614,31,170,286,98,25,4,0
E01002928,E09000021,Kingston upon Thames,660,110,159,104,212,53,22,0
E01002929,E09000021,Kingston upon Thames,635,118,345,29,113,21,9,0
E01002930,E09000021,Kingston upon Thames,683,63,214,92,170,78,66,0
E01002931,E09000021,Kingston upon Thames,654,40,281,269,23,33,8,0
E01002932,E09000021,Kingston upon Thames,678,15,168,254,215,9,17,0
E01002933,E09000021,Kingston upon Thames,807,116,218,93,324,54,2,0
E01002934,E09000021,Kingston upon Thames,649,222,144,141,91,42,9,0
E01002935,E09000021,Kingston upon Thames,775,70,136,125,274,138,32,0
E01002937,E09000021,Kingston upon Thames,645,121,312,147,30,28,7,0
E01002938,E09000021,Kingston upon Thames,782,127,332,113,156,45,9,0
E01002939,E09000021,Kingston upon Thames,605,33,281,156,109,4,22,0
E01002940,E09000021,Kingston upon Thames,604,25,233,190,145,10,1,0
E01002941,E09000021,Kingston upon Thames,628,55,354,54,113,23,27,2
E01002942,E09000021,Kingston upon Thames,522,72,360,68,19,0,3,0
E01002943,E09000021,Kingston upon Thames,507,26,286,109,84,1,1,0
E01002944,E09000021,Kingston upon Thames,508,9,65,425,5,4,0,0
E01002945,E09000021,Kingston upon Thames,655,42,90,350,164,6,3,0
E01002946,E09000021,Kingston upon Thames,603,38,147,382,32,4,0,0
E01002947,E09000021,Kingston upon Thames,597,43,149,354,47,4,0,0
E01002948,E09000021,Kingston upon Thames,784,147,294,245,77,14,6,1
E01002949,E09000021,Kingston upon Thames,677,125,216,219,99,15,3,0
E01002950,E09000021,Kingston upon Thames,719,56,164,128,344,26,1,0
E01002951,E09000021,Kingston upon Thames,624,60,81,207,240,34,2,0
E01002952,E09000021,Kingston upon Thames,486,366,29,31,43,14,3,0
E01002953,E09000021,Kingston upon Thames,453,250,106,4,66,26,1,0
E01002954,E09000021,Kingston upon Thames,565,45,13,22,467,16,2,0
E01002955,E09000021,Kingston upon Thames,513,121,197,59,83,42,11,0
E01002956,E09000021,Kingston upon Thames,437,176,174,59,12,16,0,0
E01002957,E09000021,Kingston upon Thames,608,49,30,55,457,14,3,0
E01002958,E09000021,Kingston upon Thames,659,53,264,265,26,43,8,0
E01002959,E09000021,Kingston upon Thames,479,317,147,5,4,4,2,0
E01002960,E09000021,Kingston upon Thames,574,49,338,87,81,9,10,0
E01002961,E09000021,Kingston upon Thames,609,116,373,78,32,7,3,0
E01002962,E09000021,Kingston upon Thames,511,21,261,200,22,6,1,0
E01002963,E09000021,Kingston upon Thames,768,41,169,76,405,65,12,0
E01002964,E09000021,Kingston upon Thames,982,77,127,147,443,173,15,0
E01002965,E09000021,Kingston upon Thames,1071,65,161,59,595,150,41,0
E01002966,E09000021,Kingston upon Thames,744,80,322,79,144,113,6,0
E01002967,E09000021,Kingston upon Thames,958,30,68,56,543,255,2,4
E01002968,E09000021,Kingston upon Thames,1123,57,216,34,615,118,77,6
E01002969,E09000021,Kingston upon Thames,756,8,37,52,638,18,3,0
E01002970,E09000021,Kingston upon Thames,570,27,320,96,106,15,6,0
E01002971,E09000021,Kingston upon Thames,705,50,305,127,180,39,4,0
E01002972,E09000021,Kingston upon Thames,828,68,133,74,472,59,22,0
E01002973,E09000021,Kingston upon Thames,465,28,165,226,36,8,2,0
E01002974,E09000021,Kingston upon Thames,726,98,246,17,282,55,28,0
E01002975,E09000021,Kingston upon Thames,483,246,172,5,51,1,8,0
E01002976,E09000021,Kingston upon Thames,641,25,235,360,17,4,0,0
E01002977,E09000021,Kingston upon Thames,654,82,233,56,280,2,1,0
E01002978,E09000021,Kingston upon Thames,684,77,418,75,88,12,14,0
E01002979,E09000021,Kingston upon Thames,614,76,343,42,148,4,1,0
E01002980,E09000021,Kingston upon Thames,482,165,239,64,9,4,0,1
E01002981,E09000021,Kingston upon Thames,518,118,349,46,4,1,0,0
E01002982,E09000021,Kingston upon Thames,517,140,202,90,80,5,0,0
E01002983,E09000021,Kingston upon Thames,595,229,325,34,6,1,0,0
E01002984,E09000021,Kingston upon Thames,604,153,102,68,231,43,7,0
E01002985,E09000021,Kingston upon Thames,603,32,108,358,59,26,20,0
E01002986,E09000021,Kingston upon Thames,471,105,250,67,41,3,5,0
E01002987,E09000021,Kingston upon Thames,844,11,16,11,583,145,78,0
E01002988,E09000021,Kingston upon Thames,572,25,125,40,235,115,32,0
E01002989,E09000021,Kingston upon Thames,909,14,160,176,202,337,20,0
E01002990,E09000021,Kingston upon Thames,937,15,43,54,563,256,5,1
E01002991,E09000021,Kingston upon Thames,710,93,209,32,190,175,11,0
E01002992,E09000021,Kingston upon Thames,438,23,198,89,88,37,3,0
E01002993,E09000021,Kingston upon Thames,867,23,44,23,717,59,1,0
E01002994,E09000021,Kingston upon Thames,602,185,109,15,209,83,1,0
E01002995,E09000021,Kingston upon Thames,602,215,56,37,187,107,0,0
E01002996,E09000021,Kingston upon Thames,589,114,266,45,50,96,18,0
E01002997,E09000021,Kingston upon Thames,588,140,204,66,65,110,3,0
E01002998,E09000021,Kingston upon Thames,612,54,185,118,203,43,9,0
E01002999,E09000021,Kingston upon Thames,743,20,16,31,511,144,21,0
E01003000,E09000021,Kingston upon Thames,587,17,307,158,80,12,5,8
E01003001,E09000021,Kingston upon Thames,627,9,333,221,51,9,3,1
E01003002,E09000021,Kingston upon Thames,783,48,187,213,272,40,23,0
E01003003,E09000021,Kingston upon Thames,574,26,290,67,93,23,74,1
E01003004,E09000021,Kingston upon Thames,591,110,225,174,59,5,18,0
E01003005,E09000021,Kingston upon Thames,570,22,418,79,44,4,3,0
E01003006,E09000021,Kingston upon Thames,611,123,229,116,134,9,0,0
E01003007,E09000021,Kingston upon Thames,549,29,273,216,19,5,7,0
E01003008,E09000021,Kingston upon Thames,514,38,161,300,12,2,1,0
E01003009,E09000021,Kingston upon Thames,773,104,255,114,276,23,1,0
E01003010,E09000021,Kingston upon Thames,554,211,142,116,41,39,5,0
E01003011,E09000021,Kingston upon Thames,730,143,217,50,245,54,20,1
E01033569,E09000021,Kingston upon Thames,696,75,114,66,360,43,38,0
E01034576,E09000021,Kingston upon Thames,319,4,9,42,261,2,0,1
E01034577,E09000021,Kingston upon Thames,399,2,6,5,377,7,2,0
E01003013,E09000022,Lambeth,854,2,0,18,781,38,15,0
E01003014,E09000022,Lambeth,850,3,7,74,666,92,8,0
E01003015,E09000022,Lambeth,558,3,13,57,437,44,4,0
E01003016,E09000022,Lambeth,526,2,11,56,396,49,12,0
E01003017,E09000022,Lambeth,862,8,22,138,655,29,10,0
E01003018,E09000022,Lambeth,999,15,52,119,294,493,26,0
E01003019,E09000022,Lambeth,914,12,44,288,235,322,13,0
E01003020,E09000022,Lambeth,771,8,39,148,353,222,1,0
E01003021,E09000022,Lambeth,663,19,56,215,293,77,2,1
E01003022,E09000022,Lambeth,770,19,27,252,271,198,3,0
E01003023,E09000022,Lambeth,1063,18,34,137,561,283,30,0
E01003024,E09000022,Lambeth,766,6,7,2,698,36,16,1
E01003025,E09000022,Lambeth,842,15,46,164,451,161,5,0
E01003026,E09000022,Lambeth,656,7,37,157,187,239,29,0
E01003027,E09000022,Lambeth,480,10,88,244,15,121,2,0
E01003028,E09000022,Lambeth,563,12,88,157,197,108,0,1
E01003029,E09000022,Lambeth,860,16,76,91,501,170,6,0
E01003030,E09000022,Lambeth,783,5,42,180,187,356,12,1
E01003031,E09000022,Lambeth,720,7,25,23,504,153,8,0
E01003032,E09000022,Lambeth,759,11,31,104,468,103,42,0
E01003033,E09000022,Lambeth,594,17,82,195,130,168,2,0
E01003034,E09000022,Lambeth,723,15,29,149,338,184,8,0
E01003035,E09000022,Lambeth,710,6,28,118,325,202,31,0
E01003036,E09000022,Lambeth,737,19,51,206,237,219,5,0
E01003037,E09000022,Lambeth,606,12,61,155,320,44,13,1
E01003038,E09000022,Lambeth,570,10,29,195,129,199,8,0
E01003039,E09000022,Lambeth,1064,16,50,213,475,266,44,0
E01003040,E09000022,Lambeth,594,9,40,61,260,221,3,0
E01003041,E09000022,Lambeth,678,4,5,28,556,66,19,0
E01003042,E09000022,Lambeth,502,7,9,29,387,69,1,0
E01003043,E09000022,Lambeth,685,18,71,273,107,208,8,0
E01003044,E09000022,Lambeth,606,9,15,43,514,25,0,0
E01003045,E09000022,Lambeth,728,31,53,70,494,73,7,0
E01003046,E09000022,Lambeth,743,4,10,33,594,100,2,0
E01003047,E09000022,Lambeth,751,12,17,50,557,86,29,0
E01003048,E09000022,Lambeth,741,16,16,26,636,44,3,0
E01003049,E09000022,Lambeth,668,18,34,86,415,112,3,0
E01003050,E09000022,Lambeth,773,7,17,108,202,427,10,2
E01003051,E09000022,Lambeth,675,22,71,99,333,136,14,0
E01003052,E09000022,Lambeth,758,37,63,123,475,51,9,0
E01003053,E09000022,Lambeth,757,13,21,271,149,296,7,0
E01003054,E09000022,Lambeth,819,6,14,100,212,481,6,0
E01003055,E09000022,Lambeth,790,12,20,121,482,137,18,0
E01003056,E09000022,Lambeth,838,12,40,141,202,439,4,0
E01003057,E09000022,Lambeth,724,21,57,115,359,168,4,0
E01003058,E09000022,Lambeth,820,14,39,198,117,420,32,0
E01003059,E09000022,Lambeth,625,7,9,13,554,29,13,0
E01003060,E09000022,Lambeth,632,8,6,19,567,24,8,0
E01003061,E09000022,Lambeth,568,7,9,53,294,191,14,0
E01003062,E09000022,Lambeth,795,18,32,122,207,393,23,0
E01003063,E09000022,Lambeth,664,16,41,75,384,147,1,0
E01003064,E09000022,Lambeth,660,14,120,79,119,326,2,0
E01003065,E09000022,Lambeth,666,19,90,117,395,43,2,0
E01003066,E09000022,Lambeth,741,23,110,154,246,188,18,2
E01003067,E09000022,Lambeth,599,28,143,166,126,109,27,0
E01003068,E09000022,Lambeth,657,12,90,212,243,99,1,0
E01003069,E09000022,Lambeth,520,12,198,137,55,118,0,0
E01003070,E09000022,Lambeth,655,24,73,163,196,198,1,0
E01003071,E09000022,Lambeth,1004,8,77,250,366,294,9,0
E01003072,E09000022,Lambeth,769,42,190,112,226,199,0,0
E01003073,E09000022,Lambeth,814,36,50,292,158,270,6,2
E01003074,E09000022,Lambeth,1096,27,81,185,375,392,36,0
E01003075,E09000022,Lambeth,685,1,14,34,613,22,1,0
E01003076,E09000022,Lambeth,836,11,29,132,350,298,15,1
E01003077,E09000022,Lambeth,786,9,27,170,191,382,7,0
E01003078,E09000022,Lambeth,518,45,144,164,100,62,3,0
E01003079,E09000022,Lambeth,757,9,91,90,371,188,8,0
E01003080,E09000022,Lambeth,663,24,93,222,128,195,1,0
E01003081,E09000022,Lambeth,768,25,148,69,209,258,56,3
E01003082,E09000022,Lambeth,651,15,114,257,220,41,4,0
E01003083,E09000022,Lambeth,594,26,181,156,109,119,1,2
E01003084,E09000022,Lambeth,673,49,158,38,113,312,3,0
E01003085,E09000022,Lambeth,820,41,287,151,279,60,1,1
E01003086,E09000022,Lambeth,647,17,133,157,304,32,2,2
E01003087,E09000022,Lambeth,488,6,22,15,420,22,3,0
E01003088,E09000022,Lambeth,737,17,12,148,407,136,16,1
E01003089,E09000022,Lambeth,689,6,12,11,583,55,22,0
E01003090,E09000022,Lambeth,901,13,15,73,427,338,35,0
E01003091,E09000022,Lambeth,668,7,9,50,468,134,0,0
E01003092,E09000022,Lambeth,717,14,28,51,552,65,7,0
E01003093,E09000022,Lambeth,949,3,8,17,894,19,8,0
E01003094,E09000022,Lambeth,817,15,27,169,330,274,2,0
E01003095,E09000022,Lambeth,760,15,107,83,218,336,1,0
