LSOA code,local authority code,local authority name,All households ,Detached,Semi-detached,Terraced,Purpose built flat,Flat in a converted/ shared house (includes all households in shared dwellings),Flat in a commercial building,Caravan / other mobile or temporary structure
E01002348,E09000016,Havering,642,171,317,135,17,1,1,0
E01002349,E09000016,Havering,608,193,224,149,40,1,1,0
E01002350,E09000016,Havering,711,18,136,159,342,50,6,0
E01002351,E09000016,Havering,653,19,362,179,34,40,19,0
E01002352,E09000016,Havering,722,68,251,89,262,45,7,0
E01002353,E09000016,Havering,832,140,310,103,227,33,19,0
E01002354,E09000016,Havering,561,119,265,52,92,28,5,0
E01002355,E09000016,Havering,574,15,156,387,10,2,4,0
E01002356,E09000016,Havering,1037,7,151,79,699,47,54,0
E01002358,E09000016,Havering,791,23,249,289,157,62,11,0
E01002359,E09000016,Havering,515,21,292,119,74,6,3,0
E01002360,E09000016,Havering,742,67,294,37,313,14,17,0
E01002361,E09000016,Havering,822,37,206,135,348,12,84,0
E01002362,E09000016,Havering,616,76,359,23,120,26,12,0
E01002363,E09000016,Havering,686,39,255,140,244,1,7,0
E01002364,E09000016,Havering,542,61,407,49,8,15,2,0
E01002365,E09000016,Havering,552,7,288,163,61,1,32,0
E01002366,E09000016,Havering,568,25,229,291,19,3,1,0
E01002367,E09000016,Havering,658,54,351,37,168,36,12,0
E01002368,E09000016,Havering,696,74,133,113,360,9,4,3
E01002369,E09000016,Havering,730,182,244,178,117,6,3,0
E01002370,E09000016,Havering,846,59,330,123,309,24,1,0
E01002371,E09000016,Havering,643,163,149,278,41,6,6,0
E01002372,E09000016,Havering,603,47,238,314,1,1,2,0
E01002373,E09000016,Havering,628,70,139,340,70,9,0,0
E01002374,E09000016,Havering,604,17,136,346,89,3,13,0
E01002375,E09000016,Havering,688,50,104,306,222,3,3,0
E01002376,E09000016,Havering,520,155,276,56,24,8,1,0
E01002377,E09000016,Havering,579,78,144,208,132,11,6,0
E01002378,E09000016,Havering,736,21,241,412,36,6,19,1
E01002379,E09000016,Havering,659,177,216,22,184,18,42,0
E01002380,E09000016,Havering,1036,131,181,40,663,18,3,0
E01002381,E09000016,Havering,645,171,140,102,228,3,1,0
E01002382,E09000016,Havering,765,96,336,119,177,34,3,0
E01002383,E09000016,Havering,659,31,429,121,71,0,7,0
E01002384,E09000016,Havering,644,75,469,57,26,7,9,1
E01002385,E09000016,Havering,601,109,363,109,12,3,4,1
E01002386,E09000016,Havering,871,85,330,26,315,28,87,0
E01002387,E09000016,Havering,607,99,493,13,0,0,2,0
E01002388,E09000016,Havering,608,122,451,20,9,5,1,0
E01002389,E09000016,Havering,760,166,565,6,21,2,0,0
E01002390,E09000016,Havering,394,34,340,15,2,0,3,0
E01002391,E09000016,Havering,608,73,452,47,27,0,8,1
E01032741,E09000016,Havering,663,8,51,16,470,88,30,0
E01032742,E09000016,Havering,644,27,156,46,360,47,8,0
E01033784,E09000016,Havering,643,51,326,111,138,16,1,0
E01033785,E09000016,Havering,158,4,20,13,96,8,17,0
E01033786,E09000016,Havering,95,2,8,33,44,8,0,0
E01033787,E09000016,Havering,219,1,12,11,186,8,1,0
E01033788,E09000016,Havering,432,2,150,237,30,10,2,1
E01002392,E09000017,Hillingdon,618,16,113,234,249,5,1,0
E01002393,E09000017,Hillingdon,705,27,196,164,244,71,2,1
E01002394,E09000017,Hillingdon,508,16,354,59,61,15,3,0
E01002395,E09000017,Hillingdon,424,18,257,109,28,9,3,0
E01002396,E09000017,Hillingdon,563,31,282,93,141,8,8,0
E01002397,E09000017,Hillingdon,514,26,169,147,68,29,75,0
E01002398,E09000017,Hillingdon,493,19,348,70,43,13,0,0
E01002399,E09000017,Hillingdon,474,22,282,143,16,8,3,0
E01002400,E09000017,Hillingdon,599,35,361,97,89,9,8,0
E01002401,E09000017,Hillingdon,609,62,173,204,139,25,4,2
E01002402,E09000017,Hillingdon,491,26,365,35,53,12,0,0
E01002403,E09000017,Hillingdon,543,40,332,116,51,4,0,0
E01002404,E09000017,Hillingdon,675,26,179,166,266,31,6,1
E01002405,E09000017,Hillingdon,634,30,262,178,140,17,7,0
E01002408,E09000017,Hillingdon,629,58,191,212,152,15,1,0
E01002409,E09000017,Hillingdon,672,110,330,58,154,16,3,1
E01002410,E09000017,Hillingdon,638,192,161,192,75,9,8,1
E01002411,E09000017,Hillingdon,632,51,251,136,175,17,1,1
E01002412,E09000017,Hillingdon,822,229,215,137,201,36,4,0
E01002413,E09000017,Hillingdon,594,40,203,134,202,11,4,0
E01002414,E09000017,Hillingdon,527,100,103,102,191,25,6,0
E01002415,E09000017,Hillingdon,643,4,72,558,5,3,0,1
E01002416,E09000017,Hillingdon,593,18,371,176,24,4,0,0
E01002417,E09000017,Hillingdon,638,221,256,64,53,19,24,1
E01002418,E09000017,Hillingdon,658,15,533,45,60,2,3,0
E01002419,E09000017,Hillingdon,611,37,414,16,134,7,3,0
E01002420,E09000017,Hillingdon,662,45,363,119,125,7,3,0
E01002421,E09000017,Hillingdon,636,99,416,30,68,8,15,0
E01002422,E09000017,Hillingdon,494,8,367,25,58,12,24,0
E01002423,E09000017,Hillingdon,568,27,437,31,51,6,14,2
E01002424,E09000017,Hillingdon,526,13,381,100,24,7,1,0
E01002425,E09000017,Hillingdon,613,36,308,77,186,4,1,1
E01002426,E09000017,Hillingdon,631,42,166,387,18,8,10,0
E01002427,E09000017,Hillingdon,514,10,376,10,115,0,3,0
E01002428,E09000017,Hillingdon,496,28,347,22,82,16,0,1
E01002429,E09000017,Hillingdon,498,36,225,120,107,10,0,0
E01002430,E09000017,Hillingdon,524,390,109,6,6,10,3,0
E01002431,E09000017,Hillingdon,489,47,431,6,2,3,0,0
E01002432,E09000017,Hillingdon,635,69,304,20,159,24,59,0
E01002433,E09000017,Hillingdon,782,115,236,201,206,22,2,0
E01002434,E09000017,Hillingdon,504,337,116,16,26,5,4,0
E01002435,E09000017,Hillingdon,535,331,178,5,8,12,1,0
E01002436,E09000017,Hillingdon,658,123,299,140,78,15,3,0
E01002437,E09000017,Hillingdon,608,320,186,7,90,3,2,0
E01002438,E09000017,Hillingdon,480,126,157,117,62,18,0,0
E01002439,E09000017,Hillingdon,608,100,214,138,127,4,25,0
E01002440,E09000017,Hillingdon,618,77,298,82,141,16,1,3
E01002441,E09000017,Hillingdon,667,143,129,214,168,8,2,3
E01002442,E09000017,Hillingdon,635,19,356,142,106,6,4,2
E01002443,E09000017,Hillingdon,547,26,251,142,116,12,0,0
E01002444,E09000017,Hillingdon,625,72,281,110,140,20,1,1
E01002445,E09000017,Hillingdon,588,21,124,174,249,10,10,0
E01002446,E09000017,Hillingdon,592,77,296,138,56,19,4,2
E01002447,E09000017,Hillingdon,623,44,223,112,213,26,2,3
E01002448,E09000017,Hillingdon,765,38,175,210,311,15,9,7
E01002449,E09000017,Hillingdon,710,32,183,78,378,35,3,1
E01002450,E09000017,Hillingdon,503,9,93,390,7,4,0,0
E01002451,E09000017,Hillingdon,493,17,292,153,27,1,3,0
E01002452,E09000017,Hillingdon,500,24,134,313,10,4,13,2
E01002453,E09000017,Hillingdon,599,8,177,372,34,7,1,0
E01002454,E09000017,Hillingdon,661,10,190,301,133,15,11,1
E01002455,E09000017,Hillingdon,652,105,239,182,98,23,5,0
E01002456,E09000017,Hillingdon,621,70,267,171,96,10,7,0
E01002457,E09000017,Hillingdon,517,24,177,186,77,23,30,0
E01002458,E09000017,Hillingdon,543,336,187,2,12,6,0,0
E01002459,E09000017,Hillingdon,723,391,232,15,42,8,35,0
E01002460,E09000017,Hillingdon,496,125,207,38,107,11,8,0
E01002461,E09000017,Hillingdon,516,415,40,27,34,0,0,0
E01002462,E09000017,Hillingdon,506,198,240,45,23,0,0,0
E01002463,E09000017,Hillingdon,528,304,203,10,10,0,1,0
E01002464,E09000017,Hillingdon,623,26,474,60,49,8,5,1
E01002465,E09000017,Hillingdon,633,19,232,81,241,40,20,0
E01002466,E09000017,Hillingdon,633,7,67,545,8,6,0,0
E01002467,E09000017,Hillingdon,639,77,363,84,109,4,2,0
E01002468,E09000017,Hillingdon,633,14,70,515,19,14,1,0
E01002469,E09000017,Hillingdon,631,23,107,460,26,14,1,0
E01002470,E09000017,Hillingdon,702,206,201,32,123,27,113,0
E01002471,E09000017,Hillingdon,634,100,136,367,22,7,2,0
E01002472,E09000017,Hillingdon,771,96,58,56,511,23,27,0
E01002473,E09000017,Hillingdon,636,381,25,33,182,15,0,0
E01002474,E09000017,Hillingdon,643,130,191,180,76,36,30,0
E01002475,E09000017,Hillingdon,692,146,47,168,310,20,1,0
E01002476,E09000017,Hillingdon,611,366,26,78,126,13,2,0
E01002477,E09000017,Hillingdon,559,172,63,65,164,89,5,1
E01002478,E09000017,Hillingdon,666,101,165,96,182,105,17,0
E01002479,E09000017,Hillingdon,628,62,275,157,121,12,1,0
E01002480,E09000017,Hillingdon,713,305,204,61,122,21,0,0
E01002481,E09000017,Hillingdon,659,77,180,130,258,8,6,0
E01002482,E09000017,Hillingdon,617,486,76,23,28,2,1,1
E01002483,E09000017,Hillingdon,714,148,281,21,178,41,44,1
E01002484,E09000017,Hillingdon,585,50,258,155,108,7,7,0
E01002485,E09000017,Hillingdon,762,110,175,66,358,43,10,0
E01002486,E09000017,Hillingdon,699,24,366,144,159,6,0,0
E01002487,E09000017,Hillingdon,614,35,174,263,123,15,4,0
E01002488,E09000017,Hillingdon,533,36,368,76,36,17,0,0
E01002489,E09000017,Hillingdon,537,36,340,62,74,23,2,0
E01002490,E09000017,Hillingdon,656,46,321,197,73,12,7,0
E01002491,E09000017,Hillingdon,519,30,210,156,113,9,1,0
E01002492,E09000017,Hillingdon,488,33,308,108,21,5,12,1
E01002493,E09000017,Hillingdon,601,41,123,267,162,8,0,0
E01002494,E09000017,Hillingdon,637,17,214,325,71,9,1,0
E01002495,E09000017,Hillingdon,695,28,139,396,116,10,6,0
E01002496,E09000017,Hillingdon,767,12,157,254,327,10,7,0
E01002497,E09000017,Hillingdon,759,119,191,84,305,27,33,0
E01002498,E09000017,Hillingdon,516,61,375,48,26,6,0,0
E01002499,E09000017,Hillingdon,678,71,299,66,200,42,0,0
E01002501,E09000017,Hillingdon,506,31,286,113,62,13,1,0
E01002502,E09000017,Hillingdon,611,25,246,225,99,15,1,0
E01002503,E09000017,Hillingdon,497,24,265,125,47,20,16,0
E01002505,E09000017,Hillingdon,682,15,165,176,321,5,0,0
E01002506,E09000017,Hillingdon,643,29,184,46,308,23,53,0
E01002507,E09000017,Hillingdon,465,23,344,67,13,14,4,0
E01002508,E09000017,Hillingdon,528,38,137,183,164,6,0,0
E01002509,E09000017,Hillingdon,502,185,300,8,3,5,1,0
E01002511,E09000017,Hillingdon,613,40,287,212,49,8,16,1
E01002512,E09000017,Hillingdon,647,341,136,48,111,7,2,2
E01002513,E09000017,Hillingdon,544,290,113,8,123,1,9,0
E01002514,E09000017,Hillingdon,885,90,173,196,382,29,15,0
E01002516,E09000017,Hillingdon,490,379,49,18,37,5,2,0
E01002518,E09000017,Hillingdon,490,122,231,61,65,2,8,1
E01002519,E09000017,Hillingdon,719,36,222,121,319,4,0,17
E01002520,E09000017,Hillingdon,603,24,187,183,186,15,7,1
E01002521,E09000017,Hillingdon,909,20,118,117,568,49,36,1
E01002523,E09000017,Hillingdon,549,27,310,121,56,27,8,0
E01002525,E09000017,Hillingdon,647,139,253,87,147,20,1,0
E01002526,E09000017,Hillingdon,635,17,330,175,99,8,6,0
E01002527,E09000017,Hillingdon,748,93,202,117,240,29,2,65
E01002528,E09000017,Hillingdon,563,21,276,218,37,9,1,1
E01002529,E09000017,Hillingdon,771,58,197,173,254,60,29,0
E01002530,E09000017,Hillingdon,493,9,179,141,151,7,6,0
E01002531,E09000017,Hillingdon,644,162,237,94,126,17,8,0
E01002533,E09000017,Hillingdon,589,45,253,208,78,4,1,0
E01002534,E09000017,Hillingdon,607,197,198,53,149,10,0,0
E01002535,E09000017,Hillingdon,828,218,114,33,364,31,67,1
E01002536,E09000017,Hillingdon,609,74,90,195,243,3,4,0
E01002537,E09000017,Hillingdon,579,154,87,175,154,3,6,0
E01002538,E09000017,Hillingdon,746,163,136,223,209,6,9,0
E01002539,E09000017,Hillingdon,619,287,189,22,114,7,0,0
E01002540,E09000017,Hillingdon,621,51,176,162,213,14,5,0
E01002541,E09000017,Hillingdon,785,154,249,278,92,12,0,0
E01002542,E09000017,Hillingdon,665,20,161,59,382,28,15,0
E01002543,E09000017,Hillingdon,625,25,195,164,227,12,2,0
E01002544,E09000017,Hillingdon,555,102,161,202,79,9,1,1
E01002545,E09000017,Hillingdon,483,31,161,162,126,3,0,0
E01002546,E09000017,Hillingdon,449,27,212,197,10,2,1,0
E01002547,E09000017,Hillingdon,492,25,154,149,133,23,4,4
E01002548,E09000017,Hillingdon,657,21,258,150,207,16,2,3
E01002549,E09000017,Hillingdon,804,49,395,167,170,18,3,2
E01002550,E09000017,Hillingdon,795,21,134,197,436,6,1,0
E01002551,E09000017,Hillingdon,509,19,288,98,89,14,1,0
E01002552,E09000017,Hillingdon,526,45,280,170,20,8,3,0
E01002553,E09000017,Hillingdon,603,17,269,229,79,7,2,0
E01032577,E09000017,Hillingdon,601,57,401,113,25,3,2,0
E01034601,E09000017,Hillingdon,426,69,133,64,146,14,0,0
E01034602,E09000017,Hillingdon,292,15,73,33,139,7,25,0
E01034603,E09000017,Hillingdon,89,75,7,3,4,0,0,0
E01034604,E09000017,Hillingdon,587,66,112,125,259,19,6,0
E01034605,E09000017,Hillingdon,269,15,148,88,15,3,0,0
E01034606,E09000017,Hillingdon,478,40,159,115,103,59,2,0
E01034607,E09000017,Hillingdon,573,59,197,173,112,23,9,0
E01034608,E09000017,Hillingdon,611,23,69,180,314,11,5,9
E01034609,E09000017,Hillingdon,462,21,58,50,279,19,35,0
E01034610,E09000017,Hillingdon,468,35,157,114,138,20,4,0
E01034611,E09000017,Hillingdon,258,6,25,58,163,4,1,1
E01034612,E09000017,Hillingdon,550,31,301,109,68,35,6,0
E01034613,E09000017,Hillingdon,130,4,24,48,45,4,3,2
E01034614,E09000017,Hillingdon,527,2,76,104,335,9,0,1
E01034615,E09000017,Hillingdon,359,8,121,197,25,8,0,0
E01034616,E09000017,Hillingdon,139,6,20,38,52,19,4,0
E01034617,E09000017,Hillingdon,586,43,230,40,252,19,2,0
E01002555,E09000018,Hounslow,681,33,405,117,105,19,1,1
E01002556,E09000018,Hounslow,639,22,332,119,143,21,1,1
E01002557,E09000018,Hounslow,743,48,289,122,254,24,6,0
E01002558,E09000018,Hounslow,773,25,237,219,255,8,29,0
E01002559,E09000018,Hounslow,857,27,290,179,351,7,2,1
E01002560,E09000018,Hounslow,615,45,400,61,96,13,0,0
E01002561,E09000018,Hounslow,551,20,112,190,224,4,1,0
E01002562,E09000018,Hounslow,518,32,195,131,123,32,5,0
E01002563,E09000018,Hounslow,635,20,167,219,170,56,3,0
E01002564,E09000018,Hounslow,736,18,176,228,234,71,7,2
E01002565,E09000018,Hounslow,1020,21,112,266,457,147,16,1
E01002567,E09000018,Hounslow,837,32,81,371,172,172,9,0
E01002569,E09000018,Hounslow,792,13,41,424,74,233,7,0
E01002570,E09000018,Hounslow,732,15,107,134,136,251,89,0
E01002571,E09000018,Hounslow,611,27,82,226,231,34,0,11
E01002572,E09000018,Hounslow,710,16,82,136,438,30,7,1
E01002573,E09000018,Hounslow,679,51,201,114,63,243,7,0
E01002574,E09000018,Hounslow,645,14,154,113,222,124,18,0
E01002575,E09000018,Hounslow,688,13,249,71,169,150,36,0
E01002576,E09000018,Hounslow,625,38,109,56,270,149,3,0
E01002577,E09000018,Hounslow,791,38,218,88,285,149,13,0
E01002578,E09000018,Hounslow,612,67,236,102,169,28,9,1
E01002579,E09000018,Hounslow,823,46,180,158,338,95,4,2
E01002580,E09000018,Hounslow,675,12,58,122,328,145,10,0
E01002581,E09000018,Hounslow,862,25,68,232,379,153,5,0
E01002582,E09000018,Hounslow,719,17,78,378,194,50,2,0
E01002583,E09000018,Hounslow,384,65,172,49,96,2,0,0
E01002584,E09000018,Hounslow,493,35,120,205,106,17,10,0
E01002585,E09000018,Hounslow,509,28,226,155,67,28,5,0
E01002586,E09000018,Hounslow,585,43,224,282,20,12,4,0
E01002587,E09000018,Hounslow,605,29,252,111,176,36,1,0
E01002588,E09000018,Hounslow,677,28,57,148,434,8,2,0
E01002589,E09000018,Hounslow,677,18,197,146,281,23,11,1
E01002590,E09000018,Hounslow,726,69,252,113,242,38,10,2
E01002591,E09000018,Hounslow,626,20,221,349,24,9,3,0
E01002592,E09000018,Hounslow,789,28,186,188,322,57,8,0
E01002593,E09000018,Hounslow,725,41,361,100,165,26,18,14
E01002594,E09000018,Hounslow,642,43,325,238,20,10,5,1
E01002595,E09000018,Hounslow,712,34,352,132,160,31,3,0
E01002596,E09000018,Hounslow,772,13,121,164,467,6,1,0
E01002598,E09000018,Hounslow,649,21,227,233,155,5,8,0
E01002599,E09000018,Hounslow,569,10,127,311,116,4,1,0
E01002600,E09000018,Hounslow,520,14,383,101,17,5,0,0
E01002601,E09000018,Hounslow,637,15,173,215,220,4,9,1
E01002602,E09000018,Hounslow,564,36,158,335,26,1,5,3
E01002603,E09000018,Hounslow,666,45,244,281,91,5,0,0
E01002604,E09000018,Hounslow,588,12,89,150,325,12,0,0
E01002605,E09000018,Hounslow,753,17,221,167,322,19,7,0
E01002606,E09000018,Hounslow,671,11,119,159,368,11,3,0
E01002607,E09000018,Hounslow,676,25,198,367,60,12,13,1
E01002608,E09000018,Hounslow,676,31,254,118,241,20,12,0
E01002609,E09000018,Hounslow,655,35,211,348,49,11,1,0
E01002610,E09000018,Hounslow,632,44,255,61,262,7,0,3
E01002611,E09000018,Hounslow,636,51,327,197,44,12,3,2
E01002612,E09000018,Hounslow,699,64,174,93,333,27,6,2
E01002613,E09000018,Hounslow,609,20,282,145,130,29,2,1
E01002614,E09000018,Hounslow,758,34,178,257,253,16,17,3
E01002615,E09000018,Hounslow,606,9,85,111,390,9,2,0
E01002616,E09000018,Hounslow,535,35,278,118,90,4,10,0
E01002617,E09000018,Hounslow,642,96,210,225,95,16,0,0
E01002618,E09000018,Hounslow,512,28,421,22,32,8,1,0
E01002619,E09000018,Hounslow,624,45,376,62,128,8,5,0
E01002620,E09000018,Hounslow,676,30,145,73,391,16,21,0
E01002621,E09000018,Hounslow,594,39,280,89,162,24,0,0
E01002622,E09000018,Hounslow,526,30,288,88,110,10,0,0
E01002623,E09000018,Hounslow,484,24,256,86,87,21,10,0
E01002624,E09000018,Hounslow,480,19,164,114,165,12,5,1
E01002625,E09000018,Hounslow,492,37,299,123,29,3,0,1
E01002626,E09000018,Hounslow,490,38,297,52,87,11,5,0
E01002627,E09000018,Hounslow,609,21,63,135,382,7,1,0
E01002628,E09000018,Hounslow,620,60,296,109,127,22,6,0
E01002629,E09000018,Hounslow,715,69,289,73,254,23,7,0
E01002630,E09000018,Hounslow,569,33,281,73,143,26,13,0
E01002631,E09000018,Hounslow,509,29,155,184,134,6,1,0
E01002632,E09000018,Hounslow,569,40,368,29,125,6,1,0
E01002633,E09000018,Hounslow,623,26,145,146,288,7,1,10
E01002634,E09000018,Hounslow,546,18,69,90,364,2,2,1
E01002635,E09000018,Hounslow,524,22,341,38,106,9,8,0
E01002636,E09000018,Hounslow,609,27,261,242,67,11,1,0
E01002637,E09000018,Hounslow,563,24,61,172,282,15,0,9
E01002638,E09000018,Hounslow,582,18,160,138,245,17,4,0
E01002639,E09000018,Hounslow,497,31,353,53,29,21,9,1
E01002640,E09000018,Hounslow,548,49,256,151,41,43,8,0
E01002641,E09000018,Hounslow,637,62,147,103,250,71,4,0
E01002643,E09000018,Hounslow,910,30,273,150,423,32,2,0
E01002645,E09000018,Hounslow,766,44,166,250,238,60,8,0
E01002646,E09000018,Hounslow,712,28,153,90,375,49,16,1
E01002647,E09000018,Hounslow,753,34,232,323,151,13,0,0
E01002649,E09000018,Hounslow,692,36,153,131,195,149,27,1
E01002650,E09000018,Hounslow,792,29,254,144,338,16,9,2
E01002651,E09000018,Hounslow,550,42,241,137,75,49,6,0
E01002652,E09000018,Hounslow,516,38,272,103,54,48,1,0
E01002653,E09000018,Hounslow,542,13,430,74,5,19,1,0
E01002654,E09000018,Hounslow,646,14,251,304,65,11,1,0
E01002655,E09000018,Hounslow,622,39,372,98,70,35,8,0
E01002656,E09000018,Hounslow,479,21,303,108,35,10,2,0
E01002657,E09000018,Hounslow,650,89,285,133,78,58,7,0
E01002658,E09000018,Hounslow,501,25,315,45,79,32,5,0
E01002659,E09000018,Hounslow,504,22,199,205,72,6,0,0
E01002660,E09000018,Hounslow,522,34,250,95,93,44,5,1
E01002661,E09000018,Hounslow,518,25,196,205,33,40,19,0
E01002662,E09000018,Hounslow,627,44,333,52,95,89,14,0
E01002663,E09000018,Hounslow,880,63,165,219,368,56,7,2
E01002665,E09000018,Hounslow,524,38,207,89,167,21,2,0
E01002666,E09000018,Hounslow,407,15,287,43,39,22,0,1
E01002667,E09000018,Hounslow,651,18,91,229,267,27,18,1
E01002668,E09000018,Hounslow,883,24,89,313,414,36,6,1
E01002669,E09000018,Hounslow,711,23,183,266,185,51,3,0
E01002670,E09000018,Hounslow,708,23,265,167,240,7,6,0
E01002671,E09000018,Hounslow,636,27,203,362,23,19,0,2
E01002672,E09000018,Hounslow,683,7,35,68,565,5,3,0
E01002673,E09000018,Hounslow,621,2,14,11,578,14,2,0
E01002674,E09000018,Hounslow,668,31,226,108,289,11,2,1
E01002675,E09000018,Hounslow,1028,48,376,123,432,39,10,0
E01002676,E09000018,Hounslow,559,62,337,36,96,28,0,0
E01002677,E09000018,Hounslow,501,24,133,90,144,93,16,1
E01002678,E09000018,Hounslow,669,111,290,37,188,35,8,0
E01002679,E09000018,Hounslow,643,33,324,27,189,66,2,2
E01002680,E09000018,Hounslow,728,111,214,46,299,50,8,0
E01002681,E09000018,Hounslow,741,29,141,239,303,26,3,0
E01002682,E09000018,Hounslow,927,26,177,298,399,18,8,1
E01002686,E09000018,Hounslow,681,25,218,199,218,17,3,1
E01002687,E09000018,Hounslow,675,30,59,46,338,200,2,0
E01002689,E09000018,Hounslow,796,12,38,394,267,81,4,0
E01002690,E09000018,Hounslow,612,31,193,80,138,167,3,0
E01002691,E09000018,Hounslow,591,16,115,315,64,74,6,1
E01002692,E09000018,Hounslow,911,22,84,56,466,266,17,0
E01002693,E09000018,Hounslow,841,12,81,205,332,156,55,0
E01032573,E09000018,Hounslow,1017,38,80,125,514,196,64,0
E01033000,E09000018,Hounslow,663,25,66,122,425,12,13,0
E01033030,E09000018,Hounslow,773,2,17,34,698,13,8,1
E01033081,E09000018,Hounslow,649,0,13,34,574,15,7,6
E01033082,E09000018,Hounslow,659,6,15,11,619,5,1,2
E01033083,E09000018,Hounslow,643,2,13,13,561,9,44,1
E01033084,E09000018,Hounslow,648,19,78,100,330,107,13,1
E01034032,E09000018,Hounslow,578,26,96,162,226,53,15,0
E01034033,E09000018,Hounslow,518,2,15,29,424,13,13,22
E01034034,E09000018,Hounslow,395,15,39,119,218,1,3,0
E01034035,E09000018,Hounslow,642,18,92,397,75,48,11,1
E01034036,E09000018,Hounslow,425,12,60,67,200,55,31,0
E01034037,E09000018,Hounslow,310,8,109,43,143,7,0,0
E01034038,E09000018,Hounslow,156,6,30,27,74,16,3,0
E01034039,E09000018,Hounslow,311,23,58,69,150,6,4,1
E01034040,E09000018,Hounslow,481,31,83,78,224,40,24,1
E01034041,E09000018,Hounslow,419,47,134,122,76,37,1,2
E01034042,E09000018,Hounslow,296,6,18,51,217,4,0,0
E01034043,E09000018,Hounslow,442,4,12,16,408,2,0,0
E01034044,E09000018,Hounslow,289,1,5,2,261,4,3,13
E01034045,E09000018,Hounslow,416,2,5,4,397,3,5,0
E01034046,E09000018,Hounslow,765,14,55,137,547,7,4,1
E01002694,E09000019,Islington,669,6,7,31,551,70,4,0
E01002695,E09000019,Islington,795,0,6,16,629,70,74,0
E01002696,E09000019,Islington,895,14,23,207,289,335,27,0
E01002697,E09000019,Islington,709,7,1,17,651,25,5,3
E01002698,E09000019,Islington,1056,12,42,107,543,348,4,0
E01002699,E09000019,Islington,638,9,18,174,248,178,11,0
E01002700,E09000019,Islington,777,19,59,316,128,247,8,0
E01002701,E09000019,Islington,718,1,3,4,678,26,6,0
E01002702,E09000019,Islington,870,2,5,1,794,53,15,0
E01002703,E09000019,Islington,774,2,6,5,715,29,17,0
E01002704,E09000019,Islington,1035,2,2,6,929,58,38,0
E01002706,E09000019,Islington,925,6,7,11,802,59,40,0
E01002707,E09000019,Islington,901,5,8,43,727,98,19,1
E01002708,E09000019,Islington,917,12,29,92,678,100,6,0
E01002709,E09000019,Islington,751,16,29,101,583,19,2,1
E01002710,E09000019,Islington,679,12,20,99,465,76,7,0
E01002711,E09000019,Islington,963,5,13,79,602,175,62,27
E01002712,E09000019,Islington,535,7,39,101,193,170,25,0
E01002713,E09000019,Islington,820,21,34,183,549,23,10,0
E01002714,E09000019,Islington,771,8,24,171,93,425,50,0
E01002715,E09000019,Islington,682,2,2,17,583,58,20,0
E01002716,E09000019,Islington,1079,12,35,88,724,198,22,0
E01002717,E09000019,Islington,590,2,95,48,396,48,1,0
E01002718,E09000019,Islington,799,7,48,124,123,489,8,0
E01002719,E09000019,Islington,737,9,55,126,423,121,3,0
E01002720,E09000019,Islington,993,19,29,69,788,78,10,0
E01002721,E09000019,Islington,839,6,16,79,224,511,3,0
E01002722,E09000019,Islington,668,17,45,68,370,167,1,0
E01002723,E09000019,Islington,781,4,4,53,632,66,22,0
E01002724,E09000019,Islington,1025,3,6,48,767,123,77,1
E01002725,E09000019,Islington,572,6,2,34,475,52,2,1
E01002726,E09000019,Islington,825,9,4,46,600,128,38,0
E01002727,E09000019,Islington,871,5,5,48,483,306,23,1
E01002728,E09000019,Islington,509,8,3,20,372,97,9,0
E01002729,E09000019,Islington,702,5,25,138,154,375,5,0
E01002730,E09000019,Islington,812,6,27,171,168,384,56,0
E01002732,E09000019,Islington,821,16,31,111,383,259,21,0
E01002733,E09000019,Islington,812,9,8,176,409,202,8,0
E01002734,E09000019,Islington,696,9,6,32,487,103,58,1
E01002735,E09000019,Islington,777,9,20,100,193,401,53,1
E01002736,E09000019,Islington,595,10,22,54,484,25,0,0
E01002737,E09000019,Islington,788,16,15,69,507,170,11,0
E01002738,E09000019,Islington,839,20,57,103,412,244,2,1
E01002739,E09000019,Islington,816,6,28,305,205,259,13,0
E01002740,E09000019,Islington,806,11,28,251,215,267,34,0
E01002741,E09000019,Islington,656,5,6,37,583,22,3,0
E01002742,E09000019,Islington,675,9,12,261,85,269,39,0
E01002743,E09000019,Islington,726,6,14,100,265,337,4,0
E01002744,E09000019,Islington,722,13,30,82,334,252,11,0
E01002745,E09000019,Islington,681,10,52,94,185,323,17,0
E01002747,E09000019,Islington,675,11,30,309,130,145,50,0
E01002748,E09000019,Islington,667,15,14,144,291,167,35,1
E01002749,E09000019,Islington,534,6,10,152,280,75,11,0
E01002751,E09000019,Islington,880,5,16,56,614,181,8,0
E01002752,E09000019,Islington,651,5,17,81,301,244,3,0
E01002753,E09000019,Islington,626,12,8,136,287,182,1,0
E01002754,E09000019,Islington,614,12,26,192,184,200,0,0
E01002755,E09000019,Islington,635,11,27,31,429,134,3,0
E01002756,E09000019,Islington,610,5,32,82,192,295,3,1
E01002757,E09000019,Islington,590,3,15,137,304,122,9,0
E01002758,E09000019,Islington,581,4,7,12,521,32,5,0
E01002759,E09000019,Islington,659,11,37,275,70,264,2,0
E01002760,E09000019,Islington,626,7,19,87,482,29,2,0
E01002762,E09000019,Islington,889,12,54,57,189,573,4,0
E01002763,E09000019,Islington,603,9,29,93,373,86,13,0
E01002764,E09000019,Islington,796,14,49,62,457,211,1,2
